Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2017,Stevens,WA,Passenger,6,22,28,31286,31314,0.09
March 31 2017,Thurston,WA,Passenger,374,335,709,185450,186159,0.38
March 31 2017,Thurston,WA,Truck,0,0,0,53307,53307,0.00
March 31 2017,Wahkiakum,WA,Passenger,0,2,2,2849,2851,0.07
March 31 2017,Wahkiakum,WA,Truck,0,0,0,1635,1635,0.00
March 31 2017,Walla Walla,WA,Passenger,20,22,42,34834,34876,0.12
March 31 2017,Walla Walla,WA,Truck,0,0,0,13187,13187,0.00
March 31 2017,Whatcom,WA,Passenger,421,174,595,142247,142842,0.42
March 31 2017,Whatcom,WA,Truck,2,0,2,41399,41401,0.00
March 31 2017,Whitman,WA,Truck,0,0,0,8391,8391,0.00
March 31 2017,Whitman,WA,Passenger,9,19,28,21952,21980,0.13
March 31 2017,Yakima,WA,Passenger,36,54,90,159240,159330,0.06
March 31 2017,Yakima,WA,Truck,0,0,0,57268,57268,0.00
March 31 2017,Dane,WI,Passenger,1,0,1,152,153,0.65
March 31 2017,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
March 31 2017,,,Passenger,2,0,2,273,275,0.73
April 30 2017,Juneau,AK,Passenger,0,1,1,52,53,1.89
April 30 2017,Dale,AL,Passenger,0,1,1,67,68,1.47
April 30 2017,Lee,AL,Passenger,1,0,1,35,36,2.78
April 30 2017,Maricopa,AZ,Passenger,3,1,4,1736,1740,0.23
April 30 2017,Pima,AZ,Passenger,0,2,2,430,432,0.46
April 30 2017,Pinal,AZ,Passenger,2,1,3,231,234,1.28
April 30 2017,Alameda,CA,Passenger,2,1,3,375,378,0.79
April 30 2017,Los Angeles,CA,Passenger,2,1,3,1342,1345,0.22
April 30 2017,Marin,CA,Passenger,1,0,1,58,59,1.69
April 30 2017,Monterey,CA,Passenger,0,1,1,211,212,0.47
April 30 2017,Orange,CA,Passenger,2,1,3,641,644,0.47
April 30 2017,Riverside,CA,Passenger,0,1,1,817,818,0.12
April 30 2017,San Diego,CA,Passenger,5,1,6,2772,2778,0.22
April 30 2017,San Mateo,CA,Passenger,0,1,1,159,160,0.62
April 30 2017,Santa Clara,CA,Passenger,6,2,8,407,415,1.93
April 30 2017,Tulare,CA,Passenger,1,0,1,195,196,0.51
April 30 2017,Ventura,CA,Passenger,0,1,1,364,365,0.27
April 30 2017,El Paso,CO,Passenger,1,1,2,825,827,0.24
April 30 2017,Larimer,CO,Passenger,0,1,1,81,82,1.22
April 30 2017,New London,CT,Passenger,1,1,2,271,273,0.73
April 30 2017,District of Columbia,DC,Passenger,0,3,3,221,224,1.34
April 30 2017,Duval,FL,Passenger,1,1,2,368,370,0.54
April 30 2017,Manatee,FL,Passenger,1,0,1,47,48,2.08
April 30 2017,Miami-Dade,FL,Passenger,0,1,1,133,134,0.75
April 30 2017,Okaloosa,FL,Passenger,1,0,1,190,191,0.52
April 30 2017,Orange,FL,Passenger,1,1,2,147,149,1.34
April 30 2017,Palm Beach,FL,Passenger,0,1,1,92,93,1.08
April 30 2017,Polk,FL,Passenger,1,0,1,67,68,1.47
April 30 2017,Santa Rosa,FL,Passenger,1,0,1,109,110,0.91
April 30 2017,St. Lucie,FL,Passenger,1,0,1,29,30,3.33
April 30 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
April 30 2017,Volusia,FL,Passenger,0,1,1,46,47,2.13
April 30 2017,Cobb,GA,Passenger,0,1,1,72,73,1.37
April 30 2017,DeKalb,GA,Passenger,1,0,1,83,84,1.19
April 30 2017,Fulton,GA,Passenger,1,1,2,117,119,1.68
April 30 2017,Gwinnett,GA,Passenger,0,1,1,87,88,1.14
April 30 2017,Muscogee,GA,Passenger,0,1,1,250,251,0.40
April 30 2017,Honolulu,HI,Passenger,5,1,6,598,604,0.99
April 30 2017,Maui,HI,Passenger,1,0,1,72,73,1.37
April 30 2017,Canyon,ID,Passenger,0,1,1,98,99,1.01
April 30 2017,Latah,ID,Passenger,0,1,1,118,119,0.84
April 30 2017,Madison,ID,Passenger,1,0,1,40,41,2.44
April 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
April 30 2017,Hamilton,IN,Passenger,1,0,1,61,62,1.61
April 30 2017,Hardin,KY,Passenger,0,1,1,124,125,0.80
April 30 2017,Orleans,LA,Passenger,0,1,1,50,51,1.96
April 30 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
April 30 2017,Middlesex,MA,Passenger,1,0,1,147,148,0.68
April 30 2017,Nantucket,MA,Passenger,1,0,1,2,3,33.33
April 30 2017,Norfolk,MA,Passenger,1,0,1,36,37,2.70
April 30 2017,Anne Arundel,MD,Passenger,0,1,1,508,509,0.20
April 30 2017,Charles,MD,Passenger,0,1,1,90,91,1.10
April 30 2017,Howard,MD,Passenger,0,2,2,91,93,2.15
April 30 2017,Montgomery,MD,Passenger,1,1,2,309,311,0.64
April 30 2017,Kent,MI,Passenger,0,1,1,36,37,2.70
April 30 2017,Wayne,MI,Passenger,0,1,1,70,71,1.41
April 30 2017,Dakota,MN,Passenger,0,1,1,38,39,2.56
April 30 2017,Jackson,MO,Passenger,1,0,1,66,67,1.49
April 30 2017,Cascade,MT,Passenger,0,1,1,58,59,1.69
April 30 2017,Gallatin,MT,Passenger,0,1,1,71,72,1.39
April 30 2017,Glacier,MT,Passenger,0,1,1,3,4,25.00
April 30 2017,Missoula,MT,Passenger,1,0,1,76,77,1.30
April 30 2017,Cumberland,NC,Passenger,1,0,1,628,629,0.16
April 30 2017,Guilford,NC,Passenger,1,0,1,31,32,3.12
April 30 2017,Harnett,NC,Passenger,1,0,1,267,268,0.37
April 30 2017,Moore,NC,Passenger,0,1,1,204,205,0.49
April 30 2017,Carroll,NH,Passenger,0,1,1,0,1,100.00
April 30 2017,Bergen,NJ,Passenger,0,2,2,33,35,5.71
April 30 2017,Essex,NJ,Passenger,1,0,1,15,16,6.25
April 30 2017,Morris,NJ,Passenger,1,0,1,22,23,4.35
April 30 2017,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
April 30 2017,Clark,NV,Passenger,1,3,4,843,847,0.47
April 30 2017,Jefferson,NY,Passenger,1,1,2,256,258,0.78
April 30 2017,Lewis,NY,Passenger,0,1,1,10,11,9.09
April 30 2017,Monroe,NY,Passenger,1,0,1,28,29,3.45
April 30 2017,Nassau,NY,Passenger,0,1,1,39,40,2.50
April 30 2017,Saratoga,NY,Passenger,1,1,2,77,79,2.53
April 30 2017,Franklin,OH,Passenger,0,1,1,127,128,0.78
April 30 2017,Clackamas,OR,Passenger,1,1,2,322,324,0.62
April 30 2017,Deschutes,OR,Passenger,1,0,1,194,195,0.51
April 30 2017,Douglas,OR,Passenger,0,1,1,74,75,1.33
April 30 2017,Lane,OR,Passenger,0,1,1,243,244,0.41
April 30 2017,Marion,OR,Passenger,1,0,1,178,179,0.56
April 30 2017,Multnomah,OR,Passenger,0,3,3,1056,1059,0.28
April 30 2017,Allegheny,PA,Passenger,1,0,1,89,90,1.11
April 30 2017,Montgomery,PA,Passenger,1,0,1,38,39,2.56
April 30 2017,Northampton,PA,Passenger,2,0,2,193,195,1.03
April 30 2017,Newport,RI,Passenger,1,0,1,115,116,0.86
April 30 2017,Hamilton,TN,Passenger,1,0,1,25,26,3.85
April 30 2017,Knox,TN,Passenger,1,0,1,39,40,2.50
April 30 2017,Montgomery,TN,Passenger,1,0,1,292,293,0.34
April 30 2017,Shelby,TN,Passenger,0,1,1,110,111,0.90
April 30 2017,Bexar,TX,Passenger,1,0,1,1018,1019,0.10
April 30 2017,Dallas,TX,Passenger,0,1,1,188,189,0.53
April 30 2017,Hidalgo,TX,Passenger,0,1,1,99,100,1.00
April 30 2017,Nueces,TX,Passenger,0,1,1,97,98,1.02
April 30 2017,Tarrant,TX,Passenger,0,2,2,269,271,0.74
April 30 2017,Travis,TX,Passenger,0,1,1,194,195,0.51
April 30 2017,Salt Lake,UT,Passenger,0,1,1,284,285,0.35
April 30 2017,Utah,UT,Passenger,0,1,1,157,158,0.63
April 30 2017,Albemarle,VA,Passenger,0,1,1,30,31,3.23
April 30 2017,Alexandria,VA,Passenger,1,0,1,179,180,0.56
April 30 2017,Arlington,VA,Passenger,1,1,2,169,171,1.17
April 30 2017,Fairfax,VA,Passenger,2,3,5,866,871,0.57
April 30 2017,Manassas,VA,Passenger,0,1,1,10,11,9.09
April 30 2017,Norfolk,VA,Passenger,1,1,2,301,303,0.66
April 30 2017,Portsmouth,VA,Passenger,0,1,1,63,64,1.56
April 30 2017,Prince William,VA,Passenger,0,3,3,267,270,1.11
April 30 2017,Virginia Beach,VA,Passenger,2,1,3,641,644,0.47
April 30 2017,Adams,WA,Passenger,2,3,5,12130,12135,0.04
April 30 2017,Adams,WA,Truck,0,0,0,5073,5073,0.00
April 30 2017,Asotin,WA,Truck,0,0,0,6508,6508,0.00
April 30 2017,Asotin,WA,Passenger,6,3,9,12345,12354,0.07
April 30 2017,Benton,WA,Truck,0,0,0,39899,39899,0.00
April 30 2017,Benton,WA,Passenger,145,145,290,128089,128379,0.23
April 30 2017,Chelan,WA,Truck,0,0,0,21214,21214,0.00
April 30 2017,Chelan,WA,Passenger,55,31,86,51703,51789,0.17
April 30 2017,Clallam,WA,Passenger,83,72,155,48119,48274,0.32
April 30 2017,Clallam,WA,Truck,0,0,0,20964,20964,0.00
April 30 2017,Clark,WA,Passenger,766,494,1260,298475,299735,0.42
April 30 2017,Clark,WA,Truck,0,0,0,77562,77562,0.00
April 30 2017,Columbia,WA,Passenger,0,1,1,2359,2360,0.04
April 30 2017,Columbia,WA,Truck,0,0,0,1536,1536,0.00
April 30 2017,Cowlitz,WA,Passenger,54,56,110,69321,69431,0.16
April 30 2017,Cowlitz,WA,Truck,0,0,0,27862,27862,0.00
April 30 2017,Douglas,WA,Truck,0,0,0,11452,11452,0.00
April 30 2017,Douglas,WA,Passenger,31,21,52,26599,26651,0.20
April 30 2017,Ferry,WA,Truck,0,0,0,3550,3550,0.00
April 30 2017,Ferry,WA,Passenger,2,1,3,4398,4401,0.07
April 30 2017,Franklin,WA,Passenger,28,48,76,55355,55431,0.14
April 30 2017,Franklin,WA,Truck,0,0,0,17993,17993,0.00
April 30 2017,Garfield,WA,Truck,0,0,0,938,938,0.00
April 30 2017,Garfield,WA,Passenger,0,0,0,1283,1283,0.00
April 30 2017,Grant,WA,Passenger,19,25,44,60508,60552,0.07
April 30 2017,Grant,WA,Truck,0,0,0,25094,25094,0.00
April 30 2017,Grays Harbor,WA,Passenger,31,34,65,44462,44527,0.15
April 30 2017,Grays Harbor,WA,Truck,0,0,0,19852,19852,0.00
April 30 2017,Island,WA,Passenger,112,134,246,59770,60016,0.41
April 30 2017,Island,WA,Truck,0,0,0,20524,20524,0.00
April 30 2017,Jefferson,WA,Truck,0,0,0,9443,9443,0.00
April 30 2017,Jefferson,WA,Passenger,100,60,160,23747,23907,0.67
April 30 2017,King,WA,Passenger,9616,4241,13857,1378545,1392402,1.00
April 30 2017,King,WA,Truck,8,1,9,188979,188988,0.00
April 30 2017,Kitsap,WA,Passenger,609,313,922,172686,173608,0.53
April 30 2017,Kitsap,WA,Truck,1,0,1,52325,52326,0.00
April 30 2017,Kittitas,WA,Passenger,21,17,38,27204,27242,0.14
April 30 2017,Kittitas,WA,Truck,0,0,0,13481,13481,0.00
April 30 2017,Klickitat,WA,Truck,0,0,0,7955,7955,0.00
April 30 2017,Klickitat,WA,Passenger,23,25,48,14768,14816,0.32
April 30 2017,Lewis,WA,Truck,0,0,0,24803,24803,0.00
April 30 2017,Lewis,WA,Passenger,49,44,93,55185,55278,0.17
April 30 2017,Lincoln,WA,Truck,0,0,0,4464,4464,0.00
April 30 2017,Lincoln,WA,Passenger,2,5,7,7480,7487,0.09
April 30 2017,Mason,WA,Passenger,54,62,116,42998,43114,0.27
April 30 2017,Mason,WA,Truck,0,0,0,19245,19245,0.00
April 30 2017,Okanogan,WA,Passenger,3,16,19,25593,25612,0.07
April 30 2017,Okanogan,WA,Truck,0,0,0,16259,16259,0.00
April 30 2017,Pacific,WA,Passenger,12,9,21,15079,15100,0.14
April 30 2017,Pacific,WA,Truck,0,0,0,7466,7466,0.00
April 30 2017,Pend Oreille,WA,Truck,0,0,0,5580,5580,0.00
April 30 2017,Pend Oreille,WA,Passenger,2,4,6,9320,9326,0.06
April 30 2017,Pierce,WA,Passenger,959,869,1828,525795,527623,0.35
April 30 2017,Pierce,WA,Truck,0,0,0,137847,137847,0.00
April 30 2017,San Juan,WA,Passenger,98,36,134,13478,13612,0.98
April 30 2017,San Juan,WA,Truck,0,0,0,5555,5555,0.00
April 30 2017,Skagit,WA,Passenger,128,113,241,87595,87836,0.27
April 30 2017,Skagit,WA,Truck,1,0,1,31402,31403,0.00
April 30 2017,Skamania,WA,Truck,0,0,0,3872,3872,0.00
April 30 2017,Skamania,WA,Passenger,9,8,17,8521,8538,0.20
April 30 2017,Snohomish,WA,Truck,1,0,1,122022,122023,0.00
April 30 2017,Snohomish,WA,Passenger,1732,948,2680,512743,515423,0.52
April 30 2017,Spokane,WA,Truck,1,1,2,90286,90288,0.00
April 30 2017,Spokane,WA,Passenger,244,241,485,295758,296243,0.16
April 30 2017,Stevens,WA,Passenger,8,24,32,31234,31266,0.10
April 30 2017,Stevens,WA,Truck,0,0,0,18285,18285,0.00
April 30 2017,Thurston,WA,Truck,0,0,0,53265,53265,0.00
April 30 2017,Thurston,WA,Passenger,405,341,746,185743,186489,0.40
April 30 2017,Wahkiakum,WA,Truck,0,0,0,1631,1631,0.00
April 30 2017,Wahkiakum,WA,Passenger,1,2,3,2847,2850,0.11
April 30 2017,Walla Walla,WA,Truck,0,0,0,13177,13177,0.00
April 30 2017,Walla Walla,WA,Passenger,22,24,46,34840,34886,0.13
April 30 2017,Whatcom,WA,Passenger,449,177,626,142470,143096,0.44
April 30 2017,Whatcom,WA,Truck,2,0,2,41457,41459,0.00
April 30 2017,Whitman,WA,Passenger,9,20,29,21979,22008,0.13
April 30 2017,Whitman,WA,Truck,0,0,0,8381,8381,0.00
April 30 2017,Yakima,WA,Truck,0,0,0,57221,57221,0.00
April 30 2017,Yakima,WA,Passenger,41,58,99,159291,159390,0.06
April 30 2017,Dane,WI,Passenger,1,0,1,137,138,0.72
April 30 2017,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
April 30 2017,,,Passenger,2,0,2,270,272,0.74
May 31 2017,Juneau,AK,Passenger,0,1,1,48,49,2.04
May 31 2017,Dale,AL,Passenger,0,1,1,66,67,1.49
May 31 2017,Lee,AL,Passenger,1,0,1,36,37,2.70
May 31 2017,Maricopa,AZ,Passenger,3,1,4,1718,1722,0.23
May 31 2017,Pima,AZ,Passenger,0,2,2,432,434,0.46
May 31 2017,Pinal,AZ,Passenger,2,1,3,230,233,1.29
May 31 2017,Alameda,CA,Passenger,1,1,2,368,370,0.54
May 31 2017,Los Angeles,CA,Passenger,2,1,3,1319,1322,0.23
May 31 2017,Marin,CA,Passenger,1,0,1,56,57,1.75
May 31 2017,Monterey,CA,Passenger,0,1,1,210,211,0.47
May 31 2017,Orange,CA,Passenger,3,1,4,639,643,0.62
May 31 2017,Riverside,CA,Passenger,0,1,1,807,808,0.12
May 31 2017,San Diego,CA,Passenger,5,1,6,2751,2757,0.22
May 31 2017,San Mateo,CA,Passenger,0,1,1,157,158,0.63
May 31 2017,Santa Clara,CA,Passenger,5,2,7,398,405,1.73
May 31 2017,Tulare,CA,Passenger,1,0,1,193,194,0.52
May 31 2017,Ventura,CA,Passenger,0,1,1,363,364,0.27
May 31 2017,El Paso,CO,Passenger,2,1,3,812,815,0.37
May 31 2017,Larimer,CO,Passenger,0,1,1,78,79,1.27
May 31 2017,New London,CT,Passenger,1,1,2,267,269,0.74
May 31 2017,District of Columbia,DC,Passenger,0,3,3,217,220,1.36
May 31 2017,Kent,DE,Passenger,0,1,1,75,76,1.32
May 31 2017,New Castle,DE,Passenger,1,0,1,23,24,4.17
May 31 2017,Duval,FL,Passenger,1,1,2,369,371,0.54
