Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 29 2020,Camden,NJ,Passenger,0,2,2,20,22,9.09
February 29 2020,Hudson,NJ,Passenger,1,0,1,157,158,0.63
February 29 2020,Chaves,NM,Passenger,1,0,1,8,9,11.11
February 29 2020,Valencia,NM,Passenger,1,0,1,4,5,20.00
February 29 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
February 29 2020,Clark,NV,Passenger,3,4,7,673,680,1.03
February 29 2020,Washoe,NV,Passenger,1,0,1,91,92,1.09
February 29 2020,Jefferson,NY,Passenger,0,1,1,228,229,0.44
February 29 2020,Nassau,NY,Passenger,2,0,2,36,38,5.26
February 29 2020,Queens,NY,Passenger,1,0,1,52,53,1.89
February 29 2020,Westchester,NY,Passenger,0,1,1,28,29,3.45
February 29 2020,Montgomery,OH,Passenger,0,1,1,46,47,2.13
February 29 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
February 29 2020,Oklahoma,OK,Passenger,0,2,2,119,121,1.65
February 29 2020,Rogers,OK,Passenger,1,0,1,5,6,16.67
February 29 2020,Tulsa,OK,Passenger,1,1,2,46,48,4.17
February 29 2020,Clackamas,OR,Passenger,2,1,3,198,201,1.49
February 29 2020,Deschutes,OR,Passenger,3,0,3,130,133,2.26
February 29 2020,Klamath,OR,Passenger,1,0,1,29,30,3.33
February 29 2020,Multnomah,OR,Passenger,4,6,10,693,703,1.42
February 29 2020,Washington,OR,Passenger,1,0,1,424,425,0.24
February 29 2020,Allegheny,PA,Passenger,1,0,1,65,66,1.52
February 29 2020,Bucks,PA,Passenger,1,0,1,19,20,5.00
February 29 2020,Montgomery,PA,Passenger,2,0,2,28,30,6.67
February 29 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
February 29 2020,Newport,RI,Passenger,1,0,1,86,87,1.15
February 29 2020,Richland,SC,Passenger,0,1,1,161,162,0.62
February 29 2020,Spartanburg,SC,Passenger,0,1,1,39,40,2.50
February 29 2020,Davidson,TN,Passenger,1,0,1,64,65,1.54
February 29 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
February 29 2020,Shelby,TN,Passenger,0,1,1,93,94,1.06
February 29 2020,Tipton,TN,Passenger,1,0,1,14,15,6.67
February 29 2020,Bell,TX,Passenger,0,1,1,410,411,0.24
February 29 2020,Bexar,TX,Passenger,4,5,9,609,618,1.46
February 29 2020,Dallas,TX,Passenger,1,0,1,192,193,0.52
February 29 2020,Denton,TX,Passenger,1,0,1,78,79,1.27
February 29 2020,El Paso,TX,Passenger,2,0,2,437,439,0.46
February 29 2020,Guadalupe,TX,Passenger,1,0,1,57,58,1.72
February 29 2020,Harris,TX,Passenger,1,0,1,232,233,0.43
February 29 2020,Hidalgo,TX,Passenger,0,1,1,78,79,1.27
February 29 2020,Montgomery,TX,Passenger,1,0,1,44,45,2.22
February 29 2020,Nueces,TX,Passenger,1,0,1,81,82,1.22
February 29 2020,Tarrant,TX,Passenger,2,0,2,171,173,1.16
February 29 2020,Travis,TX,Passenger,2,2,4,175,179,2.23
February 29 2020,Albemarle,VA,Passenger,1,0,1,25,26,3.85
February 29 2020,Alexandria,VA,Passenger,3,0,3,144,147,2.04
February 29 2020,Arlington,VA,Passenger,0,2,2,150,152,1.32
February 29 2020,Chesapeake,VA,Passenger,0,2,2,435,437,0.46
February 29 2020,Fairfax,VA,Passenger,4,4,8,747,755,1.06
February 29 2020,Goochland,VA,Passenger,2,1,3,231,234,1.28
February 29 2020,Loudoun,VA,Passenger,1,0,1,85,86,1.16
February 29 2020,Manassas,VA,Passenger,0,1,1,5,6,16.67
February 29 2020,Norfolk,VA,Passenger,1,1,2,354,356,0.56
February 29 2020,Portsmouth,VA,Passenger,0,1,1,68,69,1.45
February 29 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
February 29 2020,Prince William,VA,Passenger,2,3,5,227,232,2.16
February 29 2020,Stafford,VA,Passenger,1,1,2,91,93,2.15
February 29 2020,Suffolk,VA,Passenger,1,0,1,111,112,0.89
February 29 2020,Virginia Beach,VA,Passenger,1,0,1,666,667,0.15
February 29 2020,Adams,WA,Passenger,7,8,15,12913,12928,0.12
February 29 2020,Adams,WA,Truck,0,0,0,5220,5220,0.00
February 29 2020,Asotin,WA,Passenger,17,12,29,12677,12706,0.23
February 29 2020,Asotin,WA,Truck,0,0,0,6702,6702,0.00
February 29 2020,Benton,WA,Passenger,349,330,679,135341,136020,0.50
February 29 2020,Benton,WA,Truck,0,0,0,42576,42576,0.00
February 29 2020,Chelan,WA,Passenger,218,78,296,54618,54914,0.54
February 29 2020,Chelan,WA,Truck,0,0,0,22578,22578,0.00
February 29 2020,Clallam,WA,Passenger,218,167,385,50797,51182,0.75
February 29 2020,Clallam,WA,Truck,1,0,1,21844,21845,0.00
February 29 2020,Clark,WA,Passenger,2069,1101,3170,320481,323651,0.98
February 29 2020,Clark,WA,Truck,0,0,0,81997,81997,0.00
February 29 2020,Columbia,WA,Truck,0,0,0,1536,1536,0.00
February 29 2020,Columbia,WA,Passenger,3,3,6,2433,2439,0.25
February 29 2020,Cowlitz,WA,Passenger,138,124,262,73456,73718,0.36
February 29 2020,Cowlitz,WA,Truck,0,0,0,29005,29005,0.00
February 29 2020,Douglas,WA,Truck,0,0,0,12320,12320,0.00
February 29 2020,Douglas,WA,Passenger,70,41,111,28277,28388,0.39
February 29 2020,Ferry,WA,Truck,0,0,0,3579,3579,0.00
February 29 2020,Ferry,WA,Passenger,5,2,7,4375,4382,0.16
February 29 2020,Franklin,WA,Truck,0,0,0,19900,19900,0.00
February 29 2020,Franklin,WA,Passenger,65,80,145,61135,61280,0.24
February 29 2020,Garfield,WA,Truck,0,0,0,965,965,0.00
February 29 2020,Garfield,WA,Passenger,0,1,1,1350,1351,0.07
February 29 2020,Grant,WA,Passenger,61,74,135,65578,65713,0.21
February 29 2020,Grant,WA,Truck,0,0,0,27076,27076,0.00
February 29 2020,Grays Harbor,WA,Truck,0,0,0,20810,20810,0.00
February 29 2020,Grays Harbor,WA,Passenger,123,114,237,48364,48601,0.49
February 29 2020,Island,WA,Passenger,416,281,697,63526,64223,1.09
February 29 2020,Island,WA,Truck,1,0,1,21348,21349,0.00
February 29 2020,Jefferson,WA,Passenger,240,149,389,25170,25559,1.52
February 29 2020,Jefferson,WA,Truck,0,0,0,9647,9647,0.00
February 29 2020,King,WA,Truck,6,1,7,182670,182677,0.00
February 29 2020,King,WA,Passenger,23859,7997,31856,1400370,1432226,2.22
February 29 2020,Kitsap,WA,Passenger,1350,694,2044,182361,184405,1.11
February 29 2020,Kitsap,WA,Truck,1,0,1,54436,54437,0.00
February 29 2020,Kittitas,WA,Truck,0,0,0,14652,14652,0.00
February 29 2020,Kittitas,WA,Passenger,97,51,148,30020,30168,0.49
February 29 2020,Klickitat,WA,Truck,0,0,0,8303,8303,0.00
February 29 2020,Klickitat,WA,Passenger,54,42,96,15687,15783,0.61
February 29 2020,Lewis,WA,Passenger,117,112,229,59563,59792,0.38
February 29 2020,Lewis,WA,Truck,0,0,0,26105,26105,0.00
February 29 2020,Lincoln,WA,Passenger,3,12,15,7785,7800,0.19
February 29 2020,Lincoln,WA,Truck,0,0,0,4657,4657,0.00
February 29 2020,Mason,WA,Passenger,173,142,315,47577,47892,0.66
February 29 2020,Mason,WA,Truck,0,0,0,20605,20605,0.00
February 29 2020,Okanogan,WA,Truck,0,0,0,16504,16504,0.00
February 29 2020,Okanogan,WA,Passenger,35,31,66,26127,26193,0.25
February 29 2020,Pacific,WA,Passenger,39,35,74,16059,16133,0.46
February 29 2020,Pacific,WA,Truck,0,0,0,7745,7745,0.00
February 29 2020,Pend Oreille,WA,Truck,0,0,0,5762,5762,0.00
February 29 2020,Pend Oreille,WA,Passenger,9,7,16,9456,9472,0.17
February 29 2020,Pierce,WA,Passenger,2471,1804,4275,551257,555532,0.77
February 29 2020,Pierce,WA,Truck,0,0,0,141578,141578,0.00
February 29 2020,San Juan,WA,Truck,0,0,0,5929,5929,0.00
February 29 2020,San Juan,WA,Passenger,280,84,364,14330,14694,2.48
February 29 2020,Skagit,WA,Passenger,408,235,643,92454,93097,0.69
February 29 2020,Skagit,WA,Truck,1,0,1,32568,32569,0.00
February 29 2020,Skamania,WA,Truck,0,0,0,4104,4104,0.00
February 29 2020,Skamania,WA,Passenger,31,19,50,8774,8824,0.57
February 29 2020,Snohomish,WA,Passenger,4453,1832,6285,538132,544417,1.15
February 29 2020,Snohomish,WA,Truck,0,0,0,123771,123771,0.00
February 29 2020,Spokane,WA,Passenger,733,502,1235,317648,318883,0.39
February 29 2020,Spokane,WA,Truck,1,0,1,97202,97203,0.00
February 29 2020,Stevens,WA,Truck,0,0,0,18758,18758,0.00
February 29 2020,Stevens,WA,Passenger,36,36,72,31441,31513,0.23
February 29 2020,Thurston,WA,Passenger,1199,779,1978,199035,201013,0.98
February 29 2020,Thurston,WA,Truck,0,0,0,55755,55755,0.00
February 29 2020,Wahkiakum,WA,Passenger,5,6,11,3018,3029,0.36
February 29 2020,Wahkiakum,WA,Truck,0,0,0,1762,1762,0.00
February 29 2020,Walla Walla,WA,Passenger,69,63,132,36334,36466,0.36
February 29 2020,Walla Walla,WA,Truck,0,0,0,13706,13706,0.00
February 29 2020,Whatcom,WA,Truck,3,0,3,43160,43163,0.01
February 29 2020,Whatcom,WA,Passenger,1093,506,1599,151619,153218,1.04
February 29 2020,Whitman,WA,Truck,0,0,0,8559,8559,0.00
February 29 2020,Whitman,WA,Passenger,43,51,94,22640,22734,0.41
February 29 2020,Yakima,WA,Passenger,134,125,259,165989,166248,0.16
February 29 2020,Yakima,WA,Truck,0,0,0,59639,59639,0.00
February 29 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
February 29 2020,,,Passenger,2,0,2,225,227,0.88
March 31 2020,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
March 31 2020,Juneau,AK,Passenger,0,2,2,30,32,6.25
March 31 2020,Montgomery,AL,Passenger,0,1,1,36,37,2.70
March 31 2020,Cochise,AZ,Passenger,0,1,1,108,109,0.92
March 31 2020,Maricopa,AZ,Passenger,8,7,15,1309,1324,1.13
March 31 2020,Pima,AZ,Passenger,3,1,4,335,339,1.18
March 31 2020,Pinal,AZ,Passenger,1,0,1,164,165,0.61
March 31 2020,Alameda,CA,Passenger,3,1,4,264,268,1.49
March 31 2020,Contra Costa,CA,Passenger,3,2,5,367,372,1.34
March 31 2020,Fresno,CA,Passenger,1,0,1,183,184,0.54
March 31 2020,Kern,CA,Passenger,1,1,2,223,225,0.89
March 31 2020,Los Angeles,CA,Passenger,8,10,18,995,1013,1.78
March 31 2020,Monterey,CA,Passenger,1,0,1,180,181,0.55
March 31 2020,Orange,CA,Passenger,6,2,8,492,500,1.60
March 31 2020,Placer,CA,Passenger,1,0,1,84,85,1.18
March 31 2020,Riverside,CA,Passenger,3,1,4,603,607,0.66
March 31 2020,Sacramento,CA,Passenger,1,0,1,263,264,0.38
March 31 2020,San Bernardino,CA,Passenger,0,1,1,444,445,0.22
March 31 2020,San Diego,CA,Passenger,12,7,19,2829,2848,0.67
March 31 2020,San Francisco,CA,Passenger,2,1,3,90,93,3.23
March 31 2020,San Mateo,CA,Passenger,0,1,1,113,114,0.88
March 31 2020,Santa Barbara,CA,Passenger,2,0,2,89,91,2.20
March 31 2020,Santa Clara,CA,Passenger,6,2,8,307,315,2.54
March 31 2020,Santa Cruz,CA,Passenger,1,0,1,37,38,2.63
March 31 2020,Shasta,CA,Passenger,1,0,1,38,39,2.56
March 31 2020,Solano,CA,Passenger,1,0,1,218,219,0.46
March 31 2020,Tuolumne,CA,Passenger,0,1,1,7,8,12.50
March 31 2020,Ventura,CA,Passenger,0,3,3,296,299,1.00
March 31 2020,Arapahoe,CO,Passenger,1,0,1,136,137,0.73
March 31 2020,Boulder,CO,Passenger,0,1,1,42,43,2.33
March 31 2020,Denver,CO,Passenger,1,0,1,117,118,0.85
March 31 2020,El Paso,CO,Passenger,2,0,2,704,706,0.28
March 31 2020,Jefferson,CO,Passenger,0,1,1,60,61,1.64
March 31 2020,Larimer,CO,Passenger,1,1,2,49,51,3.92
March 31 2020,New London,CT,Passenger,0,2,2,260,262,0.76
March 31 2020,District of Columbia,DC,Passenger,1,3,4,204,208,1.92
March 31 2020,Kent,DE,Passenger,0,1,1,70,71,1.41
March 31 2020,New Castle,DE,Passenger,1,0,1,24,25,4.00
March 31 2020,Brevard,FL,Passenger,0,1,1,79,80,1.25
March 31 2020,Broward,FL,Passenger,2,1,3,111,114,2.63
March 31 2020,Clay,FL,Passenger,0,1,1,81,82,1.22
March 31 2020,Duval,FL,Passenger,0,1,1,352,353,0.28
March 31 2020,Lake,FL,Passenger,1,0,1,18,19,5.26
March 31 2020,Osceola,FL,Passenger,1,0,1,39,40,2.50
March 31 2020,Palm Beach,FL,Passenger,0,2,2,68,70,2.86
March 31 2020,Pinellas,FL,Passenger,1,1,2,96,98,2.04
March 31 2020,Polk,FL,Passenger,1,0,1,68,69,1.45
March 31 2020,Sarasota,FL,Passenger,2,0,2,27,29,6.90
March 31 2020,Sumter,FL,Passenger,0,1,1,9,10,10.00
March 31 2020,Bryan,GA,Passenger,1,0,1,52,53,1.89
March 31 2020,Camden,GA,Passenger,0,1,1,152,153,0.65
March 31 2020,Columbia,GA,Passenger,1,1,2,144,146,1.37
March 31 2020,DeKalb,GA,Passenger,1,0,1,76,77,1.30
March 31 2020,Fulton,GA,Passenger,1,2,3,101,104,2.88
March 31 2020,Houston,GA,Passenger,1,0,1,57,58,1.72
March 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
March 31 2020,Liberty,GA,Passenger,1,0,1,113,114,0.88
March 31 2020,Honolulu,HI,Passenger,4,1,5,450,455,1.10
March 31 2020,Maui,HI,Passenger,1,0,1,31,32,3.12
March 31 2020,Ada,ID,Passenger,0,1,1,267,268,0.37
March 31 2020,Kootenai,ID,Passenger,1,1,2,208,210,0.95
March 31 2020,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
March 31 2020,DuPage,IL,Passenger,3,0,3,57,60,5.00
March 31 2020,Lake,IL,Passenger,1,0,1,175,176,0.57
March 31 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
March 31 2020,St. Clair,IL,Passenger,1,0,1,141,142,0.70
March 31 2020,DeKalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2020,Hamilton,IN,Passenger,1,0,1,40,41,2.44
March 31 2020,Vigo,IN,Passenger,1,0,1,4,5,20.00
March 31 2020,Sedgwick,KS,Passenger,1,0,1,91,92,1.09
March 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
March 31 2020,Middlesex,MA,Passenger,1,1,2,103,105,1.90
March 31 2020,Suffolk,MA,Passenger,0,2,2,41,43,4.65
March 31 2020,Anne Arundel,MD,Passenger,1,1,2,425,427,0.47
March 31 2020,Calvert,MD,Passenger,0,2,2,88,90,2.22
March 31 2020,Charles,MD,Passenger,0,1,1,70,71,1.41
March 31 2020,Frederick,MD,Passenger,2,1,3,83,86,3.49
March 31 2020,Howard,MD,Passenger,0,1,1,71,72,1.39
March 31 2020,Montgomery,MD,Passenger,0,2,2,256,258,0.78
March 31 2020,St. Mary's,MD,Passenger,1,0,1,203,204,0.49
March 31 2020,Penobscot,ME,Passenger,0,1,1,16,17,5.88
March 31 2020,Kent,MI,Passenger,0,1,1,22,23,4.35
March 31 2020,Saginaw,MI,Passenger,1,0,1,12,13,7.69
March 31 2020,Washtenaw,MI,Passenger,1,0,1,29,30,3.33
March 31 2020,Hennepin,MN,Passenger,2,1,3,87,90,3.33
March 31 2020,Kanabec,MN,Passenger,1,0,1,0,1,100.00
March 31 2020,Ramsey,MN,Passenger,1,0,1,38,39,2.56
March 31 2020,Boone,MO,Passenger,0,1,1,11,12,8.33
March 31 2020,Greene,MO,Passenger,0,1,1,25,26,3.85
March 31 2020,St. Louis,MO,Passenger,1,0,1,96,97,1.03
March 31 2020,Harrison,MS,Passenger,1,0,1,59,60,1.67
March 31 2020,Cascade,MT,Passenger,0,1,1,56,57,1.75
March 31 2020,Flathead,MT,Passenger,1,0,1,60,61,1.64
March 31 2020,Glacier,MT,Passenger,0,1,1,5,6,16.67
March 31 2020,Cumberland,NC,Passenger,0,2,2,491,493,0.41
March 31 2020,Guilford,NC,Passenger,1,0,1,29,30,3.33
March 31 2020,Harnett,NC,Passenger,0,1,1,206,207,0.48
March 31 2020,Mecklenburg,NC,Passenger,1,0,1,72,73,1.37
March 31 2020,Moore,NC,Passenger,0,1,1,168,169,0.59
March 31 2020,Williams,ND,Passenger,0,1,1,13,14,7.14
March 31 2020,Douglas,NE,Passenger,0,1,1,58,59,1.69
March 31 2020,Carroll,NH,Passenger,0,1,1,2,3,33.33
March 31 2020,Camden,NJ,Passenger,0,2,2,19,21,9.52
March 31 2020,Hudson,NJ,Passenger,1,0,1,154,155,0.65
March 31 2020,Chaves,NM,Passenger,1,0,1,8,9,11.11
March 31 2020,Valencia,NM,Passenger,1,0,1,4,5,20.00
March 31 2020,Carson City,NV,Passenger,1,0,1,11,12,8.33
March 31 2020,Clark,NV,Passenger,3,4,7,668,675,1.04
March 31 2020,Washoe,NV,Passenger,1,0,1,91,92,1.09
March 31 2020,Erie,NY,Passenger,1,0,1,39,40,2.50
March 31 2020,Jefferson,NY,Passenger,0,1,1,222,223,0.45
March 31 2020,Nassau,NY,Passenger,2,0,2,33,35,5.71
March 31 2020,Queens,NY,Passenger,1,0,1,52,53,1.89
March 31 2020,Westchester,NY,Passenger,0,1,1,27,28,3.57
March 31 2020,Montgomery,OH,Passenger,0,1,1,44,45,2.22
March 31 2020,Shelby,OH,Passenger,0,1,1,1,2,50.00
March 31 2020,Oklahoma,OK,Passenger,0,2,2,120,122,1.64
March 31 2020,Rogers,OK,Passenger,1,0,1,6,7,14.29
March 31 2020,Tulsa,OK,Passenger,1,1,2,43,45,4.44
March 31 2020,Clackamas,OR,Passenger,2,1,3,193,196,1.53
March 31 2020,Deschutes,OR,Passenger,3,0,3,133,136,2.21
March 31 2020,Klamath,OR,Passenger,1,0,1,28,29,3.45
March 31 2020,Multnomah,OR,Passenger,4,6,10,692,702,1.42
March 31 2020,Washington,OR,Passenger,1,0,1,418,419,0.24
March 31 2020,Allegheny,PA,Passenger,1,0,1,66,67,1.49
March 31 2020,Bucks,PA,Passenger,1,0,1,20,21,4.76
March 31 2020,Montgomery,PA,Passenger,1,0,1,28,29,3.45
March 31 2020,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
March 31 2020,Newport,RI,Passenger,1,0,1,82,83,1.20
March 31 2020,Richland,SC,Passenger,0,1,1,156,157,0.64
March 31 2020,Spartanburg,SC,Passenger,0,1,1,40,41,2.44
March 31 2020,Davidson,TN,Passenger,1,0,1,62,63,1.59
March 31 2020,Putnam,TN,Passenger,0,1,1,2,3,33.33
March 31 2020,Shelby,TN,Passenger,0,1,1,90,91,1.10
March 31 2020,Tipton,TN,Passenger,1,0,1,14,15,6.67
March 31 2020,Bell,TX,Passenger,0,1,1,408,409,0.24
March 31 2020,Bexar,TX,Passenger,4,5,9,592,601,1.50
March 31 2020,Dallas,TX,Passenger,1,0,1,191,192,0.52
March 31 2020,Denton,TX,Passenger,1,0,1,78,79,1.27
March 31 2020,El Paso,TX,Passenger,2,0,2,433,435,0.46
March 31 2020,Guadalupe,TX,Passenger,1,0,1,56,57,1.75
March 31 2020,Harris,TX,Passenger,1,0,1,233,234,0.43
March 31 2020,Hidalgo,TX,Passenger,0,1,1,72,73,1.37
March 31 2020,Montgomery,TX,Passenger,1,0,1,43,44,2.27
March 31 2020,Nueces,TX,Passenger,1,0,1,81,82,1.22
March 31 2020,Tarrant,TX,Passenger,1,0,1,164,165,0.61
March 31 2020,Travis,TX,Passenger,2,2,4,172,176,2.27
March 31 2020,Albemarle,VA,Passenger,1,0,1,21,22,4.55
March 31 2020,Alexandria,VA,Passenger,3,0,3,142,145,2.07
March 31 2020,Arlington,VA,Passenger,0,2,2,149,151,1.32
March 31 2020,Chesapeake,VA,Passenger,0,2,2,428,430,0.47
March 31 2020,Fairfax,VA,Passenger,4,4,8,739,747,1.07
March 31 2020,Goochland,VA,Passenger,2,1,3,229,232,1.29
March 31 2020,Loudoun,VA,Passenger,1,0,1,85,86,1.16
March 31 2020,Manassas,VA,Passenger,0,1,1,4,5,20.00
March 31 2020,Norfolk,VA,Passenger,1,1,2,350,352,0.57
March 31 2020,Portsmouth,VA,Passenger,0,1,1,68,69,1.45
March 31 2020,Powhatan,VA,Passenger,1,0,1,0,1,100.00
March 31 2020,Prince William,VA,Passenger,2,3,5,223,228,2.19
March 31 2020,Stafford,VA,Passenger,1,1,2,91,93,2.15
March 31 2020,Suffolk,VA,Passenger,1,0,1,111,112,0.89
March 31 2020,Virginia Beach,VA,Passenger,1,0,1,656,657,0.15
March 31 2020,Adams,WA,Passenger,7,8,15,12891,12906,0.12
March 31 2020,Adams,WA,Truck,0,0,0,5218,5218,0.00
March 31 2020,Asotin,WA,Truck,0,0,0,6673,6673,0.00
March 31 2020,Asotin,WA,Passenger,17,13,30,12603,12633,0.24
March 31 2020,Benton,WA,Truck,0,0,0,42522,42522,0.00
March 31 2020,Benton,WA,Passenger,355,329,684,135197,135881,0.50
March 31 2020,Chelan,WA,Truck,0,0,0,22557,22557,0.00
March 31 2020,Chelan,WA,Passenger,222,79,301,54494,54795,0.55
March 31 2020,Clallam,WA,Passenger,226,170,396,50655,51051,0.78
March 31 2020,Clallam,WA,Truck,1,0,1,21822,21823,0.00
March 31 2020,Clark,WA,Truck,0,0,0,82064,82064,0.00
March 31 2020,Clark,WA,Passenger,2082,1103,3185,320233,323418,0.98
March 31 2020,Columbia,WA,Passenger,3,3,6,2416,2422,0.25
March 31 2020,Columbia,WA,Truck,0,0,0,1534,1534,0.00
March 31 2020,Cowlitz,WA,Passenger,144,127,271,73165,73436,0.37
March 31 2020,Cowlitz,WA,Truck,0,0,0,28862,28862,0.00
March 31 2020,Douglas,WA,Passenger,72,41,113,28180,28293,0.40
March 31 2020,Douglas,WA,Truck,0,0,0,12333,12333,0.00
March 31 2020,Ferry,WA,Truck,0,0,0,3562,3562,0.00
March 31 2020,Ferry,WA,Passenger,5,3,8,4367,4375,0.18
March 31 2020,Franklin,WA,Passenger,63,82,145,61025,61170,0.24
March 31 2020,Franklin,WA,Truck,0,0,0,19905,19905,0.00
March 31 2020,Garfield,WA,Truck,0,0,0,976,976,0.00
March 31 2020,Garfield,WA,Passenger,0,1,1,1352,1353,0.07
March 31 2020,Grant,WA,Passenger,61,75,136,65501,65637,0.21
March 31 2020,Grant,WA,Truck,0,0,0,27066,27066,0.00
March 31 2020,Grays Harbor,WA,Passenger,122,115,237,48309,48546,0.49
March 31 2020,Grays Harbor,WA,Truck,0,0,0,20789,20789,0.00
March 31 2020,Island,WA,Truck,1,0,1,21284,21285,0.00
March 31 2020,Island,WA,Passenger,421,288,709,63301,64010,1.11
March 31 2020,Jefferson,WA,Passenger,244,152,396,25068,25464,1.56
March 31 2020,Jefferson,WA,Truck,0,0,0,9598,9598,0.00
March 31 2020,King,WA,Passenger,24296,8046,32342,1397159,1429501,2.26
March 31 2020,King,WA,Truck,5,1,6,182489,182495,0.00
March 31 2020,Kitsap,WA,Passenger,1376,708,2084,181851,183935,1.13
March 31 2020,Kitsap,WA,Truck,1,0,1,54260,54261,0.00
March 31 2020,Kittitas,WA,Passenger,102,51,153,30004,30157,0.51
March 31 2020,Kittitas,WA,Truck,0,0,0,14623,14623,0.00
March 31 2020,Klickitat,WA,Passenger,56,42,98,15598,15696,0.62
March 31 2020,Klickitat,WA,Truck,0,0,0,8275,8275,0.00
March 31 2020,Lewis,WA,Truck,0,0,0,26036,26036,0.00
March 31 2020,Lewis,WA,Passenger,114,115,229,59189,59418,0.39
March 31 2020,Lincoln,WA,Passenger,4,12,16,7754,7770,0.21
March 31 2020,Lincoln,WA,Truck,0,0,0,4658,4658,0.00
March 31 2020,Mason,WA,Truck,0,0,0,20580,20580,0.00
March 31 2020,Mason,WA,Passenger,177,144,321,47493,47814,0.67
March 31 2020,Okanogan,WA,Passenger,35,31,66,26074,26140,0.25
March 31 2020,Okanogan,WA,Truck,0,0,0,16464,16464,0.00
March 31 2020,Pacific,WA,Passenger,39,37,76,16012,16088,0.47
March 31 2020,Pacific,WA,Truck,0,0,0,7711,7711,0.00
March 31 2020,Pend Oreille,WA,Passenger,8,7,15,9372,9387,0.16
March 31 2020,Pend Oreille,WA,Truck,0,0,0,5756,5756,0.00
March 31 2020,Pierce,WA,Truck,0,0,0,141674,141674,0.00
March 31 2020,Pierce,WA,Passenger,2523,1809,4332,551272,555604,0.78
March 31 2020,San Juan,WA,Passenger,293,88,381,14280,14661,2.60
March 31 2020,San Juan,WA,Truck,0,0,0,5936,5936,0.00
March 31 2020,Skagit,WA,Truck,1,0,1,32561,32562,0.00
March 31 2020,Skagit,WA,Passenger,419,238,657,92144,92801,0.71
March 31 2020,Skamania,WA,Truck,0,0,0,4084,4084,0.00
March 31 2020,Skamania,WA,Passenger,32,18,50,8717,8767,0.57
March 31 2020,Snohomish,WA,Truck,0,0,0,123766,123766,0.00
March 31 2020,Snohomish,WA,Passenger,4518,1858,6376,537410,543786,1.17
March 31 2020,Spokane,WA,Truck,1,0,1,97502,97503,0.00
March 31 2020,Spokane,WA,Passenger,741,506,1247,318074,319321,0.39
March 31 2020,Stevens,WA,Truck,0,0,0,18703,18703,0.00
March 31 2020,Stevens,WA,Passenger,36,35,71,31259,31330,0.23
March 31 2020,Thurston,WA,Truck,0,0,0,55720,55720,0.00
March 31 2020,Thurston,WA,Passenger,1218,782,2000,198681,200681,1.00
March 31 2020,Wahkiakum,WA,Truck,0,0,0,1760,1760,0.00
March 31 2020,Wahkiakum,WA,Passenger,6,6,12,3007,3019,0.40
March 31 2020,Walla Walla,WA,Truck,0,0,0,13652,13652,0.00
March 31 2020,Walla Walla,WA,Passenger,69,64,133,36255,36388,0.37
March 31 2020,Whatcom,WA,Passenger,1110,510,1620,151219,152839,1.06
March 31 2020,Whatcom,WA,Truck,3,0,3,43040,43043,0.01
March 31 2020,Whitman,WA,Truck,0,0,0,8552,8552,0.00
March 31 2020,Whitman,WA,Passenger,44,49,93,22504,22597,0.41
March 31 2020,Yakima,WA,Truck,0,0,0,59609,59609,0.00
March 31 2020,Yakima,WA,Passenger,139,125,264,165865,166129,0.16
March 31 2020,Ozaukee,WI,Passenger,0,1,1,3,4,25.00
March 31 2020,,,Passenger,3,0,3,219,222,1.35
April 30 2020,Fairbanks North Star,AK,Passenger,0,1,1,98,99,1.01
April 30 2020,Juneau,AK,Passenger,0,2,2,30,32,6.25
April 30 2020,Montgomery,AL,Passenger,0,1,1,36,37,2.70
April 30 2020,Cochise,AZ,Passenger,0,1,1,107,108,0.93
April 30 2020,Maricopa,AZ,Passenger,8,7,15,1297,1312,1.14
April 30 2020,Pima,AZ,Passenger,3,1,4,327,331,1.21
April 30 2020,Pinal,AZ,Passenger,1,0,1,161,162,0.62
April 30 2020,Alameda,CA,Passenger,3,1,4,263,267,1.50
April 30 2020,Contra Costa,CA,Passenger,3,2,5,362,367,1.36
April 30 2020,Fresno,CA,Passenger,1,0,1,180,181,0.55
April 30 2020,Kern,CA,Passenger,1,1,2,224,226,0.88
April 30 2020,Los Angeles,CA,Passenger,8,10,18,970,988,1.82
April 30 2020,Monterey,CA,Passenger,1,0,1,177,178,0.56
April 30 2020,Orange,CA,Passenger,6,2,8,485,493,1.62
April 30 2020,Placer,CA,Passenger,1,0,1,81,82,1.22
